series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	PERCENT	0.96	1.02	1	1.11	1.08	1.17	0.95	0.85	0.85	0.86	0.83	0.74	0.75	0.76	0.66		0.7275	2014	0.66		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	PERCENT	0.42	0.29	0.24	0.21	0.23	0.23	0.19	0.17	0.22	0.2	0.22	0.22	0.33	0.44			0.33	2013	0.44		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	PERCENT	0.19				0.27	0.24	0.26	0.26	0.27	0.43	0.43	0.53	0.54	0.68	0.68		0.6075	2014	0.68		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	PERCENT	1.72	1.71	1.72	1.67	1.61	1.63	1.65	1.68	1.69	1.74	1.69	1.69	1.62	1.66	1.7		1.6675	2014	1.7		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	PERCENT								0.34			0.38			0.53			0.53	2013	0.53		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	PERCENT	2.62	2.64	2.55	2.55	2.49	2.51	2.55	2.63	2.77	2.82	2.74	2.76	2.7	2.73			2.73	2013	2.73		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	PERCENT		0.19	0.34	0.27	0.24	0.17		0.11	0.19	0.2								2009	0.2		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	PERCENT	0.21		0.24				0.37	0.42	0.38	0.41	0.34	0.35	0.33	0.32	0.33		0.3325	2014	0.33		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	PERCENT															0.2		0.2	2014	0.2		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	PERCENT			0.01	0.01	0.02	0.02			0.28									2008	0.28		C
