series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1990	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	HECTARES	4127	4127	4127	4127	4127	2015	4127	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	HECTARES	34.4	34.4	34.4	34.4	34.4	2015	34.4	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	HECTARES	1	1	1	1	1	2015	1	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	HECTARES	4751	3869	3429	2753	2077	2015	2077	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	HECTARES	9274	9510	9575	9548	9657	2015	9657	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	HECTARES	912	958	975	998	998	2015	998	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	HECTARES	44	59	67	70	73	2015	73	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	HECTARES	2778	2954	3021	3059	3144	2015	3144	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	HECTARES	0.2	0.2	0.2	0.2	0.2	2015	0.2	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	HECTARES	0.6	0.6	0.6	0.6	0.6	2015	0.6	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	HECTARES	3.46	3.46	3.46	3.46	3.46	2015	3.46	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	HECTARES	55920	51920	49920	47920	46060	2015	46060	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	HECTARES	302450	303536	304757	308720	310095	2015	310095	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	HECTARES	23.58	20.47	18.73	18.16	17.6	2015	17.6	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	HECTARES	6847	6248	5949	5649	5350	2015	5350	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	HECTARES	797.8	1369.7	1521.8	1731.3	1845	2015	1845	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	HECTARES	3045	3212	3295	3275.5	3219.9	2015	3219.9	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	HECTARES	52026	49151	47713	47505	46683	2015	46683	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	HECTARES	5.8	5.81	5.81	5.82	5.83	2015	5.83	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	HECTARES	130	171	171	171	171	2015	171	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	HECTARES	549	549	549	549	549	2015	549	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	HECTARES	52800	51134	50301	49468	48635	2015	48635	Official submission of country data to FAO Global Forest Resources Assessment	C
