series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD																				
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.27069	0.2593	0.26391	0.23194	0.21147	0.2157	0.2081	0.19233	0.18824	0.18314	0.1764	0.1736	0.17385	0.16388	0.14929	0.167404	2014	0.14929	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.19837	0.20283	0.20007	0.19267	0.20185	0.20649	0.21015	0.21108	0.19895	0.21762	0.23417	0.22246	0.21924	0.22001	0.2291	0.224996	2014	0.2291	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.1414	0.14807	0.14529	0.15168	0.14944	0.15211	0.15272	0.15609	0.13676	0.14007	0.13209	0.13338	0.131	0.1225	0.12323	0.12844	2014	0.12323	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD																				
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.0794	0.09249	0.09498	0.10539	0.09753	0.08155	0.07871	0.07931	0.07788	0.07301	0.06455	0.06698	0.0652	0.069	0.06715	0.066576	2014	0.06715	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.11014	0.11112	0.10518	0.10954	0.10692	0.09124	0.07999	0.07737	0.07411	0.075	0.07867	0.07763	0.07699	0.07686	0.07663	0.077356	2014	0.07663	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.7139	0.69273	0.63535	0.6726	0.63484	0.58739	0.49191	0.56841	0.55193	0.53791	0.66349	0.58556	0.5167	0.58383	0.5268	0.575276	2014	0.5268	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD																				
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD																				
