series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	NUMBER	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	2017	15	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	NUMBER	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	2017	18	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	NUMBER	21	21	22	22	22	22	22	22	22	22	23	21	23	23	23	23	23	23	23	2017	23	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	NUMBER	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	2017	60	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	NUMBER	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	2017	55	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	NUMBER					120	120	150	150	150	150	150	150	150	151	151	151	151	151	151	2017	151	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	NUMBER	140	140	120	120	120	120	120	120	150	150	150	150	150	150	150	150	150	150	150	2017	150	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	NUMBER								250	250	250	250	250	250	250	250	250	250	250	250	2017	250	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	NUMBER	34	34	34	34	34	34	34	34	34	34	34	34	32	32	32	32	32	33	32.2	2017	33	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	NUMBER	80	80	80	124	124	124	124	124	121	121	121	121	124	121	124	121	121	121	121.6	2017	121	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	NUMBER	93	93	85	85	94	94	94	94	94	94	94	94	90	99	99	99	91	101	97.8	2017	101	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	NUMBER	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	2017	150	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	NUMBER	450	450	450	498	498	498	498	498	493	493	493	493	500	500	498	498	498	494	497.6	2017	494	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	NUMBER	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	2017	90	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	NUMBER							275	269	256		539	546	546	275	275	275	275	264	272.8	2017	264	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	NUMBER	400	399	399	399	399	400	400	400	400	400	400	400	400	400	400	400	400	396	399.2	2017	396	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	NUMBER	150	150	150	150	150	150	150	150	150	210	214	214	214	214	270	270	270	270	258.8	2017	270	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	NUMBER	348	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	2017	350	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	NUMBER													332	332	332	332	332	383	342.2	2017	383	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	NUMBER	400	400	360	360	360	360	450	450	443	443	444	446								2011	446	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	NUMBER	51		51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	2017	51	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	NUMBER	65	65	65	65	65	65	65	65	65	65	66	66	66	66	65	65	65	65	65.2	2017	65	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	NUMBER	349	349	349	349	349	349	349	349	349	349	349	349	349	349	349	349	349	349	349	2017	349	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	NUMBER	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	2017	200	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	NUMBER	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	2017	250	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	NUMBER	181	60	63	63	63	63	63	63	63	63	63	63	63	63	63	59	63	63	62.2	2017	63	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	NUMBER	393	500	500	500	500	453	500	242	477	480	473	473	500	500	500	197	197	247	328.2	2017	247	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	NUMBER	81	81	81	81	81	81	81	81	81	81	81	81	81	81	91	91	91	91	89	2017	91	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	NUMBER	30	30	30	30	30	30	29	30	30	32	32	26	28	28	28	26	26	26	26.8	2017	26	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	NUMBER	36	36	36	36	36	36	36	36	41	41	41	42	42	42	42	42	42	42	42	2017	42	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	NUMBER	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	2017	40	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	NUMBER	182	182	182	182	182	189	189	189	189	189	214	214	217	217	217	217	217	217	217	2017	217	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	NUMBER	550	550	550	550	550	550	550	550	549	549	549	549	550	550	548	548	550	550	549.2	2017	550	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	NUMBER	50	50	50	50	50		50	50	50	125	125	125	125	125	125	124	124	124	124.4	2017	124	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	NUMBER	12	12	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	2017	15	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	NUMBER	279	281	304	304	304	305	305	332	332	332	324	326	386	386	386	386	386	449	398.6	2017	449	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	NUMBER	450	450	450	450	450	450	450	450	450	450	450	450	450	445	442	422	422	423	430.8	2017	423	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	NUMBER	120	120	120	120	120	120	120	120	120	120	120	120	123	123	123	123	123	120	122.4	2017	120	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	NUMBER	454		454	454	454	454	442	442	442	442	454	512	508	508		596	596	596	574	2017	596	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	NUMBER	659	659	659	659	659	659	646	646	646	646	646	650	650	650	650	650	650	650	650	2017	650	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	NUMBER	275	275	274	274	295	295	319	319	319	319	323	350	350	350	350	350	372	393	363	2017	393	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	NUMBER	435	435	435	435	435	435	435	435	435	435	435	435	434	433	432	434	434	435	433.6	2017	435	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	NUMBER	111	111	111	111	111	111	111	111	111	111	111	111	111	127	127	90	127	127	119.6	2017	127	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	NUMBER	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	2017	99	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	NUMBER	250	250	250	250	250	120	120	120	120	120	150	150	150	150	150	150	150	150	150	2017	150	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	NUMBER	206	165	165	165	165	165	167	167	167	167	166	165	165	165	165	165	167	167	165.8	2017	167	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	NUMBER	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	50	49.2	2017	50	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	NUMBER	301	301	299	299	301	301	301	301	301	301	301	301	301	301	301	301	300	275	295.6	2017	275	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	NUMBER	158	158	158	158	158	158	158	157	158	158	157	157	157	157	158	158	158	167	159.6	2017	167	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
