series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	PERCENT	1.644739547269	2.41697944171	2.6336997687612	3.359839885538	3.8047156152631	4.0100466444238	4.3988706473273	4.835610778337	5.3290037720895	6.5	11.6	12	12.9414	13.9	14.84	22.3070147912325	15.1976829582465	2015	22.3070147912325	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	PERCENT		2.9871552325003										54					54	2011	54	Nauru Bureau of Statistics
Government Ministry of Finance
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	PERCENT	0.204651683653	0.2400153033757	0.3129560601085	0.382810917017	0.449843651216	0.8265512659055	1.1413891638819	1.41	1.73	1.97	7.93	9	11.1493	13.3	15.44	17.58161800656	13.294183601312	2015	17.58161800656	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	PERCENT	43.984351373138	49.3730621073123	61.29	64.35	68.52	81	83.7	85.82	87.42	89.63	90.72	91.4199957622284	92.859992359525	93.9564	93.17	93.0965	92.9005776243507	2015	93.0965	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	PERCENT	15.4428229480349	17.1	18.8	20.8	23	25.4	28	30.9	52	58	62	69	74	78.9	83.78	88.661226932496	78.8682453864992	2015	88.661226932496	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	PERCENT	13.9395488232698	18.2371097828416	22.389797417113	26.4083344703588	30.2980462088488	32.3590147531561	33.5157146807209	35.05	34.51	33.99	42	50	58	66	70	74.00175279141	63.600350558282	2015	74.00175279141	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	PERCENT	2.1083368911518	2.8305722387768	3.5100387107126	3.9032958454295	4.7466026191753	5.0823338076845	5.8505850585059	6.8	7.2691199233749	7.5	8	9.2	10.598	11.3	18.8	22.351404582536	14.4498809165072	2015	22.351404582536	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	PERCENT	47.3795565432096	53.2410152941279	59.0807532812931	60.9625398663824	61.8476278106481	62.7202123689541	69	69.76	72.03	79.7	80.46	81.23	81.644470179502	82.78	85.5	88.22288881795	83.8754717994904	2015	88.22288881795	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	PERCENT	0.9802164866924	1.4487994282072	1.7147295842867	1.880412532423	2.3206646086394	2.566351176562	2.8055730627337	3.9	5.3	7.3	10	10.6	13.5	15.5	17.6	19.704291498993	15.3808582997986	2015	19.704291498993	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	PERCENT	0.0362612938066	0.105185431397	0.1271524687796	0.155698703669	0.1899337337031	0.2213413514874	0.2940339770962	0.3903906197621	0.7	0.76	0.83	1.3	1.4077	1.7	1.95	2.220165349673	1.7155730699346	2015	2.220165349673	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	PERCENT	0.0640808079494	0.0899013704573	0.3204619755423	0.5585762448605	1.2861376413453	3.5491557179649	5.5450360830054	6.77	15.86	20	24	28.43	32.8	38	42.68	47.442550294429	37.8705100588858	2015	47.442550294429	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	PERCENT	26.5111346765642	32.6619488296135	39.1498881431767	43.1282346175963	47.3372781065089	51.7031630170316	56.25	61.014771997431	65.9195781147001	74.4752877454299	76.97	79.56					79.56	2011	79.56	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	PERCENT	52	64	72.84	78.13	77.69	81.99	82.55	86.93	90.57	92.08	93.39	93.4899826515194	94.6499780533304	95.0534	96.3	96.8103	95.26073214097	2015	96.8103	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	PERCENT	3.7348621369014	4.6605271988367	5.5700997047847	9.2325021003942	11.0178673081514	11.8813690993008	12.7503392500979	13.6211327333981	14.49	15.35	20	22.8	25.9744230029883	27.8	29.65	31.501081275309	27.5451008556595	2015	31.501081275309	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	PERCENT	1.5342717962487	1.7066140776699	2.3354445752293	2.5697503671072	3.5997768138375	3.8787023977433	3.7955902142783	3.95	4.6	5.6	7	10	12.5	14	16.8	19.282441803511	14.5164883607022	2015	19.282441803511	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	PERCENT		1.3185507792563	2.5774267368383	5.041158125925	6.1643209853416	6.3323290983078	6.5	6.8	7	7.5	8	9	9.96	10.9	13.8	18	12.332	2015	18	Pakistan Bureau of Statistics
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	PERCENT	6.5547964772955	7.2683998778873	8.518077815156	9.9874240772341	11.1408625409415	11.4840092783071	17.3495661695931	22.29	33.82	39.08	40.1	42.7	40.3018952210488	44.03	44.92	51.2054249948687	44.6314640431835	2015	51.2054249948687	CONTRALORIA GENERAL - INSTITUTO NACIONAL DE ESTADÌSTICA Y CENSO
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	PERCENT	0.8352493024276	0.9041035451708	1.3216569348661	1.374404668028	1.5079127722725	1.7161904755678	1.754487260668	1.7905593614025	1.15	1.61	1.28	2	3.5	5.1	6.5	7.9	5	2015	7.9	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	PERCENT	0.7476307115482	1.0987938356933	1.7949695977024	2.1119420821003	3.4524384313708	7.9070078614129	7.9620738839442	11.21	14.27	18.9	19.8	24.7635158793993	29.34	36.9	43	48.438687953859	36.4884407666517	2015	48.438687953859	Dirección de Encuestas a Hogares, DGEEC
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	PERCENT	3.0764306113768	7.5787629571742	8.9669491704003	11.6	14.1	17.1	20.7	25.2	30.57	31.4	34.77	36.01	38.2	39.2	40.2	40.9	38.902	2015	40.9	Instituto Nacional de Estadistica e Informatica
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	PERCENT	1.9822531960583	2.5240056600827	4.3322757464301	4.8576722670851	5.2436284521711	5.3976363293955	5.740586325347	5.97	6.22	9	25	29	36.2351	37	39.69	40.7	36.52502	2015	40.7	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	PERCENT	7.2854287080601	9.9006697073534	21.15	24.87	32.53	38.81	44.58	48.6	53.13	58.97	62.32	61.94999896898	62.3099972714691	62.8492	66.6	67.997	64.3412392480898	2015	67.997	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	PERCENT	16.4304676923534	18.0871365595338	19.37	29.67	31.78	34.99	38.01	42.09	44.13	48.27	53.3	55.2499968797194	60.3399974868057	62.0956	64.59	68.6329	62.181698873305	2015	68.6329	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	PERCENT	0.2301031705916	0.2995691446777	1.0229932343612	1.354197477629	1.8081422034299	1.9013653161088	2.0571967045036	2.20630223745	2.3548887108793	2.3032805917258	2.45	2.672	2.8939906208553	3.1	3.32	3.540706917021	3.10533950757526	2015	3.540706917021	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	PERCENT			0			0.0990317678179	0.1166282765256	0.1409587639232	0.1638768156186	0.1852515097998	0.21	0.9	2.3	8	11.3	13.4	7.18	2015	13.4	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	PERCENT	10.4746482089399	15.6300309162012	17.5476475654777	19.7070256578252	22.1307382347014	23.4000504486583	25.4424182102582	27.86	38	41.5	45.3	48	68.9999826014151	68.999990004	76.1338597201667	79.46876882531	68.3205202301784	2015	79.46876882531	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	PERCENT	4.8636791787516	6.1702685609391	10.2261289281118	19.242336421002	20.701647851169	24.733493781051	28.9741127135829	37	44.3	53.1	69	69	69.3	85.3	91.49	92.8848264535481	81.5949652907096	2015	92.8848264535481	Ministry Of Transport and Communications
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	PERCENT	13.8165630194164	16.3043921315004	20.0457042055887	23.6681722253999	25.8899676375405	28.0570374064075	30.176722430735	32.2529424607507	34.2874636461044	36.2792047598317								2009	36.2792047598317	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	PERCENT	3.6137172913978	4.5386690289531	6.58	8.9	15	21.5	24.66	28.3	32.42	36.6	39.93	40.0099967810008	45.8799942529424	49.7645	54.08	55.7632	49.0995382067886	2015	55.7632	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	PERCENT	1.9772301089765	2.9443677866499	4.1282718179664	8.2988606155391	12.8593889008474	15.2266731976522	18.0232774617216	24.66	26.83	29	43	49	63.8	67.97	70.52	70.0992412263947	64.2778482452789	2015	70.0992412263947	Federal State Statistics Service (Rosstat)
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	PERCENT	0.0628314595107	0.2406724098324	0.2927847187926	0.3569184672724	0.4308542433701	0.5560411648395		2.1153871782575	4.5	7.7	8	7	8.0238542769477	9	10.6	18	10.5247708553895	2015	18	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	PERCENT	5.9218318199763	7.9888156580787	10.1255569056298	12.3380629241209	14.6229371213704	15.9100551548579	17.2265288544358	18.57	18.82	19.07	24.94	33	37.6				35.3	2012	37.6	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	PERCENT	5.8628102403752	7.7147265558032	21.152381758186	22.9697842928439	24.7376775443732	34	38.5	43.5	49.2	55.7	63	63.2	64	64.6	68	75.7	67.1	2015	75.7	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	PERCENT	22.4054490051981	25.8843830888697	24.8036378668871	24.5233763151649	25.0436366395993	29	36	41	44	48	49.6	53.64	59.2149831732415	64.8	70.39	75.979999963375	64.8049966273233	2015	75.979999963375	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	PERCENT	5.0904833413933	8.1818639544837	14.6418357746777	20.9824734633424	21.395212362765	21.5675829464215	24.5	27.9	32	36	43.3	44	45.9	46.2	50	52.35	47.69	2015	52.35	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	PERCENT	3.2450374106456	5.0948097783295	5.5495948795738	6.4622741665974	7.3711658420175	9.198278082343	12	16	21	31	33.7	36.7	40	43.5	47.4	51.77	43.874	2015	51.77	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	PERCENT	48.7994953055999	50.3416690898517	50.8348399446985	50.003453038674	50.5663430420712	50.2595641966736	50.2086593635889	50.3648221088655	54.52	54.21		49.6					49.6	2011	49.6	Direzione Generale Poste e Telecomunicazioni
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	PERCENT	4.6385168164075	6.3109178879462	7.580665168911	10.1618443069961	13.3228526892178	13.759484215906	14.1820197774712	14.5904831987414	15.48	16.41	18.75	20.1612	21.5724	23	24.41	25.822248798856	22.9931697597712	2015	25.822248798856	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	PERCENT	2.2106918090889	4.6810531658103	6.3847050195593	8.0015828909088	10.2345329969583	12.7050359882849	19.4595543513634	30	36	38	41	47.5	54	60.5	64.713657369019	69.6162358014004	59.2659786340839	2015	69.6162358014004	Communications & IT Commission
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	PERCENT	0.403967485869	0.983794058848	1.0064545367232	2.1014364298669	4.3860239800856	4.7866840831054	5.6117386521795	6.89	7.12	7.5	8	9.8	10.8	13.1	17.7	21.690264133037	14.6180528266074	2015	21.690264133037	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	PERCENT					23.5	26.3	27.2	33.15	35.6	38.1	40.9	42.2	48.1	53.450364175	62.0750804639377	65.3170254003801	54.2284940078636	2015	65.3170254003801	Statistical Office of the Republic of Serbia
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	PERCENT	7.3956291831528	11.0151029300174	14.3041708309972	14.5925043169492	24.2721392249906	25.4132681462836	34.95197117065	38.38	40.44		41	43.16400446	47.076	50.4	54.26	58.118697567706	50.6037404055412	2015	58.118697567706	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	PERCENT	0.1182542456822	0.160264445493	0.1761989568141	0.1901732816682	0.2030076805926	0.2153916103401	0.2276694671908	0.2398346985462	0.25	0.26	0.58	0.9	1.3	1.7	2.1	2.5	1.7	2015	2.5	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	PERCENT	36	41.6704251756041	47	53.8379432881911	62	61	59	69.9	69	69	71	71	72	80.90205685	79.0292358633435	82.103	77.0068585426687	2015	82.103	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	PERCENT	9.4268032006164	12.5283218484637	40.14	43.04	52.89	55.19	56.08	61.8	66.05	70	75.71	74.4399971746757	76.7099901181121	77.8826	79.98	77.6347057236807	77.3294586032937	2015	77.6347057236807	Eurostat
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	PERCENT	0.2542482757549	1.2656512361232	1.8549992359258	3.7802808137064	7.6424085284236	12.7399292907031	17.2545617186662	20.7554447679753	23.92	26.55	30.65	35.07	39.49	43.9	48.31	52.720000000055	43.898000000011	2015	52.720000000055	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	PERCENT	15.1102595640388	30.1759104700854	27.8388854180687	31.8547930120441	40.81	46.81	54.01	56.74	58	64	70	67.3399948092396	68.3499745287825	72.6756	71.59	73.0987	70.6108538676044	2015	73.0987	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	PERCENT	0.02	0.079039178667	0.1156142133545	0.3761980025391	1.0534547435842	1.077327839121	1.1002163680828	1.1222356216138	1.1426873721619	1.1606105424606		1.25	1.3767	1.5	1.63	1.76	1.50334	2015	1.76	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	PERCENT	5.3485597320354	6.3466193183977	6.710322437054	7.0076917261125	8.4251186825406	7.4885425299292	7.6071396747738	8.065375173555	8.43	10	24	33.97	41	46.5	49	51.919115722747	44.4778231445494	2015	51.919115722747	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	PERCENT	0.4014335352116	0.7998460456331	1.1	1.8	2.1	2.4	2.4	3	3.5	4	6.4	8.4	12	15.5	16.3	16.36	13.712	2015	16.36	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	PERCENT	13.6249608089899	18.1487226902932	20.39	39.93	44.01	47.88	50.37	55.11	59.6	62.4	65.8	67.0899993926581	69.8099999420024	71.635	76.19	78.6896	72.6829198669321	2015	78.6896	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	PERCENT	2.5064110522688	3.0644483887375	4.1615687449541	4.7198753952896	6.0760478144456	6.4030862875906	9.4996269417336	14.11	21.06	31.36	31.59	32	34.6812	37.4	40.08	42.763827782511	37.3850055565022	2015	42.763827782511	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	PERCENT	0.9261917772694	1.2815900504672	1.8162038071264	2.4370738505586	3.2286850731611	3.6969610729182	3.6965387890688	4.1	6.85	8.94	11.04	18.13	20.7817825772944	24.7	27.1	30.382700656117	24.2188966466823	2015	30.382700656117	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	PERCENT	45.6876522122282	51.7656649372808	70.57	79.13	83.89	84.83	87.76	82.01	90	91	90	92.7699860554046	93.1799880065108	94.7836	92.52	90.6102	92.7727548123831	2015	90.6102	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	PERCENT	47.1	55.1	61.4	65.1	67.8	70.1	75.7	77.2	79.2	81.3	83.9	85.1930281804854	85.2	86.34	87.4	87.4790555978675	86.3224167556706	2015	87.4790555978675	Swiss Federal Statistical Office
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	PERCENT	0.1816985801043	0.3537591300072	2.0931010186177	3.3979726135662	4.3215937778557	5.6481060488392	7.8325515688879	11.5	14	17.3	20.7	22.5	24.3001	26.2	28.09	29.979797235769	26.2139794471538	2015	29.979797235769	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	PERCENT	0.0485995945822	0.0512591325353	0.055462826991	0.0645837771509	0.0774799071357	0.2986900236828	3.7724062066645	7.1976195179786	8.78	10.07	11.55	13.03	14.51	16	17.49	18.980000000495	16.002000000099	2015	18.980000000495	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	PERCENT	3.6890412794416	5.5563261209733	7.5312503348857	9.2990272380597	10.6773033237281	15.0260043588909	17.1607147169285	20.03	18.2	20.1	22.4	23.669925618731	26.46	28.94	34.89	39.3161267365004	30.6552104710463	2015	39.3161267365004	National Statistical Office
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	PERCENT	0.8	0.9	1	1.2	1.5	1.8	2	2.2	2.4	2.6	3	3.5	4	4.5	5.7	7.12	4.964	2015	7.12	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	PERCENT				1.4958863126402														2003	1.4958863126402	
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	PERCENT	2.4343980443669	2.8253718391153	2.9072973162638	2.9858173675044	3.9523738945704	4.9077827619038	5.8539440948339	7.1798653290125	8.110769943804	10	16	25	33	35	40	44.999518833326	35.5999037666652	2015	44.999518833326	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	PERCENT	7.7214114740175	15.384627218944	21.9986754804449	25.9717641091609	27.0242700782714	28.9767124326784	30.0037485791676	32.3	34.8	44.3	48.5	55.2	59.5162	63.8	65.1	69.198470608693	62.5629341217386	2015	69.198470608693	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	PERCENT	23.6253008751553	26.2717542010006	28.3164853110439	29.4779534120864	30.1312961695367	40	52	61	63	64	68	78	84.9999915049492	88	90.4	91.2434057753709	86.528679456064	2015	91.2434057753709	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	PERCENT	2.7507402929814	4.2979660347469	5.2528872954842	6.490845795328	8.5288177516259	9.6550865421798	12.9864086534204	17.1	27.53	34.07	36.8	39.1	41.4416	43.8	46.16	48.519835991689	43.8042871983378	2015	48.519835991689	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	PERCENT	3.761685035075	5.1894814607851	11.38	12.33	14.58	15.46	18.24	28.63	34.37	36.4	39.82	43.065710430925	45.13	46.25	51.04	53.7449791423583	47.8461379146567	2015	53.7449791423583	Turkish Statistical Institution (TurkStat)
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	PERCENT	0.1332821825935	0.1752095177314	0.3021320161528	0.4251826318847	0.7540539827246	0.997256558543	1.3195731180963	1.4063606881202	1.75	1.95	3	5	7.1958	9.6	12.2	14.996774820447	9.7985149640894	2015	14.996774820447	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	PERCENT	5.2416395848621							10	15	20	25	30	35	37	39.2	42.7	36.78	2015	42.7	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	PERCENT	0.1637140630749	0.2379450871914	0.3840935049519	0.464849840114	0.719970679914	1.7422055032439	2.5293630382628	3.6719653507474	7.9	9.78	12.5	13.01354333	14.6896	16.2	17.71	19.221099634407	16.1668485928814	2015	19.221099634407	ITU estimate.
