series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	PERCENT	-5.44	-0.32	9.18	-2.96	8.89	1.54	0.81	3.03	10.56	-5.52	1.47	2.77	0.7	-0.24	2.62	-0.1	-6.47	-0.698	2016	-6.47	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	PERCENT	-0.62	0.05	-2.03	2.22	2.87	2.17	2.54	2.8	-0.8	-2.17	-1.65	-1.93	-0.15	-0.25	-0.65	-2.29	-2.41	-1.15	2016	-2.41	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	PERCENT	0.63	-0.05	1.94	2.61	5.48	1.1	3.06	1.35	-1.71	-3.27	5.22	0.37	-1.22	0.09	1.61	3.14	2.75	1.274	2016	2.75	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	PERCENT	3.51	-0.11	-0.12	0.22	2.79	2.35	1.63	1.88	-0.27	-2.82	2.53	-0.39	-0.2	0.5	0.29	-0.16	0.3	0.146	2016	0.3	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	PERCENT	3.12	-0.6	7.45	0.35	5.91	4.83	1.62	3.6	2.86	3.33	1.57	6.19	-16.76	-17.19	-11.34	-12.36	-11.99	-13.928	2016	-11.99	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	PERCENT	5.6	6.93	7.45	6.98	6.48	2.93	3.21	3.91	4.02	0.79	3.2	3.89	4.04	4.34	3.65	3.3	3.78	3.822	2016	3.78	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	PERCENT	1.05	1.37	3.71	5.51	4.29	2.76	4.31	3.19	1.02	-0.4	6.72	-1.56	7.03	4.07	0.47	2.17	2.78	3.304	2016	2.78	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	PERCENT	-4.32	-4.98	-4.31	1.44	-1.39	-2.25	0.82	-0.73	-0.8	0.47	0.94	1.89	2.87	2.04	2.62	2.29	2.24	2.412	2016	2.24	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	PERCENT	2.41	1.26	1.43	0.46	-0.18	0.78	-2.15	-5.73	1.58	0.46	3.62	1.76	0.2	-3.04	1.79	2.58	1.17	0.54	2016	1.17	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	PERCENT	4.71	0.97	5.62	10.86	2.13	2.8	10.2	3.45	1.76	-3.19	-0.38	-1.64	1.45	0.15	0.61	-2.35	-2.5	-0.528	2016	-2.5	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	PERCENT	2.67	-4.21	-4.78	-1.23	-2.47	-9.73	-6.07	-12.95	-11.22	-16.44	-8	0.36	4.56	3.72	4.44	3.21	1.83	3.552	2016	1.83	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	PERCENT	2.73	1.7	0.31	2.52	4.33	1.22	2.55	4.33	2.08	2.06	1.38	2.17	0.37	-0.09	1.73	-1.02	0.14	0.226	2016	0.14	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	PERCENT	9.26	-5.37	6.96	6.23	9.84	5.97	3.25	3.17	-1.53	-5.52	2.84	2.37	-0.67	1.97	1.15	2.52	1.75	1.344	2016	1.75	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	PERCENT	2.56	1.59	-1.87	1.3	2.97	10.63	8.84	8.56	11.9	3.59	6.86	12	8.74	8.05	8.23	4.31	3.64	6.594	2016	3.64	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	PERCENT	-0.89	2.5	6.78	3.69	3.94	3.65	7.26	2.82	2.72	3.45	0.73	5.28	-2.02	-0.68	1.15	1.22	1.22	0.178	2016	1.22	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	PERCENT	7.14	9.72	3.78	9.29	11.6	0.24	7.14	7.74	2.58	-12.37	3.48	5.44	0.99	-0.76	-4.33	-9.5	1.78	-2.364	2016	1.78	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	PERCENT	2.99	-6.55	2.66	8.42	8.95	1.34	0.38	3.04	1.77	-3.95	2.08	1.29	-0.69	-1.55	1.97	0.58	2.98	0.658	2016	2.98	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	PERCENT	4.18	2.02	1.35	-0.91	-1.72	0.73	5.8	0.38	3.87	2.53	1.8	3.99	0.78	0.34	0.4	1.52	1.04	0.816	2016	1.04	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	PERCENT	2.43	1.89	1.9	2.09	1.5	2.21	1.63	1.92	-1.47	-2.81	1.29	1.66	0.01	0.62	0.51	0.91	0.82	0.574	2016	0.82	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	PERCENT	2.15	5.12	2.38	3.17	4.46	5.3	1.56	5.3	4.05	3.66	5.19	7.17	3.97	7.36	2.8	3.98	4.05	4.432	2016	4.05	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	PERCENT	2.51	1.03	2.4	2.56	2.55	1.66	0.9	0.9	-0.16	0.88	2.99	0.72	0.6	1.14	0.7	0.94	0.52	0.78	2016	0.52	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	PERCENT	16.57	2.3	61.54	-1.8	-0.11	-0.25	3.57	4.22	-0.17	-5.5	2.95	-5.64	-12.3	-5.01	1.72	3.26	3.7	-1.726	2016	3.7	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	PERCENT	-1.09	3.26	2.21	3.68	2.09	6.15	1.37	3.43	3.97	-0.35	5.06	3.24	3.17	0.35	0.64	0.52	1.79	1.294	2016	1.79	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	PERCENT	-0.22	-4.34	-4.16	1.48	3.23	3.26	-0.27	3.49	4.11	2.41	6.6	2.79	3.4	5.36	2.68	1.21	0.36	2.602	2016	0.36	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	PERCENT	1.04	1.5	1.37	1.56	4.84	4.17	4.37	6.5	6.5	5.29	5.75	5.87	5.76	5.65	5.92	6.04	4.31	5.536	2016	4.31	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	PERCENT	0.34	-2.62	-9.64	-8.23	14.44	4.7	6.34	5.18	1.93	-3.81	-2.6	1.49	4.09	-0.1	-7.21	-8.03	-11.48	-4.546	2016	-11.48	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	PERCENT	4	7.12	5.91	3.37	3.97	8.6	-0.32	16.9	-4.36	-0.61	7.9	5.13	2.89	-3.03	0.25	-0.61	0.82	0.0640000000000001	2016	0.82	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	PERCENT	2.3	0.83	4.01	-4.53	4.16	1.11	-1.6	-1.46	-0.97	-0.79	3.11	-18.73	-1.33	0.14	-4.08	-30.14	-8.67	-8.816	2016	-8.67	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	PERCENT	1.35	3.63	0.7	7.62	4.33	4.9	4.94	4.83	2.05	6.68	9.57	6.12	-3.24	3.06	2.41	-0.58	-0.59	0.212	2016	-0.59	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
