series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1995	2000	2005	2010	2012	2014	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	NUMBER	218	218	218	218	218	220	220	219.333333333333	2016	220	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	NUMBER	10240	11486	12792	13026	13026	14129	14129	13761.3333333333	2016	14129	FAO-WIEWS	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	NUMBER	6	6	42	3456	3767	4228	5027	4340.66666666667	2016	5027	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	NUMBER	53480	68650	80274	91075	94025	94025	94025	94025	2016	94025	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	NUMBER	1351	1655	1843	2158	2158	2158	2158	2158	2016	2158	FAO-WIEWS	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	NUMBER	380	380	8081	11355	11626	11654	11654	11644.6666666667	2016	11654	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	NUMBER	76986	114892	451682	686400	745542	781940	801759	776413.666666667	2016	801759	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	NUMBER	1363	2521	4373	5269	5592	5825	5825	5747.33333333333	2016	5825	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	NUMBER	409471	449203	473439	543966	557939	565847	582155	568647	2016	582155	Genesys (https://www.genesys-pgr.org)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	NUMBER	3850	4523	5918	6482	7058	7252	7252	7187.33333333333	2016	7252	FAO-WIEWS	C
