series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	CON_USD	7331.2	7389.4	7393.5	7763.9	7756.4	10311.5	10534.7	11187.7	11978.3	10534	11817.1	12086.3	11822.9	12342.8	14121.8	17940.2	24407.7	16127.08	2016	24407.7		
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	CON_USD	343.1	308.4	388.6	411.2	320.8	376.1	397	415.3	531.6	462.9	403.5	319.3	267.3	193.9	204.7	238.7	264.6	233.84	2016	264.6		
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	CON_USD				25.5	72.6	99.9	151.6	86.9	81.8	98.7	97.3	112.5	103.2	107.9	122.1	155.6	156.4	129.04	2016	156.4		
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	CON_USD	11	14.2	16.3	19	20.4	22.9	35.7	36.5	46.4	40.5	31.8	26.1	27.8	35.6	35	39.9	44.5	36.56	2016	44.5		
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	356	79.3608464	22.34642074	IND	India	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	CON_USD																						
