geoAreaCode	years	Age	Freq	Location	Sex	Units	Bounds	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
180	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo					
184	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-159.7711391	-21.22696458	50	COK	Cook Islands					
188	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-84.19712782	9.970998683	54	CRI	Costa Rica	14388	Float			M
191	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	17.95874553	45.45172212	101	HRV	Croatia	9602	Float			M
192	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-79.54460144	22.10030366	55	CUB	Cuba	48926	Float			M
196	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	33.22285964	35.05659437	59	CYP	Cyprus	1067	Float			M
203	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	15.33151382	49.73913871	60	CZE	Czechia	55973	Float			M
204	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	2.339933594	9.65401646	22	BEN	Benin	1374	Float			M
208	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	9.326571283	56.03829721	64	DNK	Denmark	13045	Float			E
212	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-61.3493756	15.43391378	63	DMA	Dominica	195	Float			M
214	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-70.49847576	18.89832088	65	DOM	Dominican Republic	26551	Float			M
218	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-78.37005241	-1.447785891	67	ECU	Ecuador	56872	Float			M
222	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-88.86862995	13.73603564	206	SLV	El Salvador	16818	Float			M
226	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	1629	Float			M
231	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	39.63505296	8.631223181	73	ETH	Ethiopia	11958	Float			M
232	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	38.11074289	16.12894644	69	ERI	Eritrea	449	Float			M
233	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	25.84093481	58.68487172	72	EST	Estonia	6379	Float			E
234	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-7.122044325	62.21228119	78	FRO	Faroe Islands					
238	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)					
239	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands					
242	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	177.9660884	-17.83301566	75	FJI	Fiji	1711	Float			M
246	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	23.308447	61.91586738	74	FIN	Finland	23430	Float			E
248	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	19.80945969	60.1544901	5	ALA	Åland Islands					
250	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	2.457288129	46.62660861	77	FRA	France	160429	Float			E
254	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-53.23619089	3.922673437	95	GUF	French Guiana					
258	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-149.4052367	-17.67709294	191	PYF	French Polynesia					
260	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	69.64849091	-49.6068576	14	ATF	French Southern Territories					
262	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	42.18274707	11.56004161	62	DJI	Djibouti	142	Float			M
266	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	11.78727747	-0.60687619	80	GAB	Gabon	2283	Float			M
268	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	43.3713615	42.04813028	82	GEO	Georgia	677	Float			E
270	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-15.39944785	13.45295927	88	GMB	Gambia	179	Float			M
275	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	35.25694122	31.94347933	189	PSE	State of Palestine					
276	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	10.3806066	51.08862743	61	DEU	Germany	448216	Float			E
288	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-1.205623522	7.964825185	84	GHA	Ghana	8576	Float			M
292	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-5.347561686	36.13895036	85	GIB	Gibraltar					
296	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-157.5643005	1.768837732	122	KIR	Kiribati	23	Float			M
300	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	22.58307827	39.47301873	91	GRC	Greece	19152	Float			E
304	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-41.39371316	74.75625681	93	GRL	Greenland					
308	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-61.68248568	12.11238395	92	GRD	Grenada	316	Float			M
312	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-61.64762115	16.14416917	87	GLP	Guadeloupe					
316	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	144.7029305	13.35485404	96	GUM	Guam					
320	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-91.2312746	15.00273719	94	GTM	Guatemala	42369	Float			M
324	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-11.28173419	11.00210343	86	GIN	Guinea	1042	Float			M
328	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-58.97322037	4.788012784	97	GUY	Guyana	1098	Float			M
332	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-72.33640958	18.40426539	102	HTI	Haiti	4555	Float			M
334	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands					
336	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	12.45315803	41.90343751	250	VAT	Holy See					
340	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-86.59974381	14.82243161	100	HND	Honduras	11587	Float			M
344	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region	43782	Float			M
348	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	19.41221519	47.1651448	103	HUN	Hungary	38656	Float			E
352	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-19.02116966	64.79134763	111	ISL	Iceland	870	Float			E
356	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	79.3608464	22.34642074	106	IND	India	1508550	Float			E
360	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	113.9174	-0.994582204	104	IDN	Indonesia	288357	Float			M
364	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	133234	Float			M
368	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	43.76606267	33.05013795	110	IRQ	Iraq	45662	Float			M
