geoAreaCode	years	Freq	Location	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
410	2012	ANNUAL	URBAN	mgr/m^3	2	127.8610254	36.45201023	124	KOR	Republic of Korea	27.80665266053203	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
414	2012	ANNUAL	ALLAREA	mgr/m^3	1	47.49305029	29.53949468	125	KWT	Kuwait	74.53677362569374	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
414	2012	ANNUAL	URBAN	mgr/m^3	2	47.49305029	29.53949468	125	KWT	Kuwait	78.44263849872809	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
417	2012	ANNUAL	ALLAREA	mgr/m^3	1	74.52324839	41.46204516	120	KGZ	Kyrgyzstan	15.03698739079565	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
417	2012	ANNUAL	URBAN	mgr/m^3	2	74.52324839	41.46204516	120	KGZ	Kyrgyzstan	15.39968831409587	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
418	2012	ANNUAL	ALLAREA	mgr/m^3	1	101.9901968	20.27482773	126	LAO	Lao People's Democratic Republic	26.76295430641508	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
418	2012	ANNUAL	URBAN	mgr/m^3	2	101.9901968	20.27482773	126	LAO	Lao People's Democratic Republic	33.53253043611262	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
422	2012	ANNUAL	ALLAREA	mgr/m^3	1	35.89391711	33.92152458	127	LBN	Lebanon	29.62484439535762	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
422	2012	ANNUAL	URBAN	mgr/m^3	2	35.89391711	33.92152458	127	LBN	Lebanon	31.18615332220511	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
426	2012	ANNUAL	ALLAREA	mgr/m^3	1	28.25362195	-29.58041814	133	LSO	Lesotho	17.73966293723288	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
426	2012	ANNUAL	URBAN	mgr/m^3	2	28.25362195	-29.58041814	133	LSO	Lesotho	21.69283773980283	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
428	2012	ANNUAL	ALLAREA	mgr/m^3	1	26.42461876	56.64196636	136	LVA	Latvia	18.65804277790745	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
428	2012	ANNUAL	URBAN	mgr/m^3	2	26.42461876	56.64196636	136	LVA	Latvia	20.06347289943623	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
430	2012	ANNUAL	ALLAREA	mgr/m^3	1	-9.311879038	6.448381009	128	LBR	Liberia	8.06227855733020	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
430	2012	ANNUAL	URBAN	mgr/m^3	2	-9.311879038	6.448381009	128	LBR	Liberia	6.04761434736025	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
434	2012	ANNUAL	ALLAREA	mgr/m^3	1	18.0295985	27.04042819	129	LBY	Libya	61.11863544103176	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
434	2012	ANNUAL	URBAN	mgr/m^3	2	18.0295985	27.04042819	129	LBY	Libya	58.18063726584653	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
438	2012	ANNUAL	ALLAREA	mgr/m^3	1	9.552985019	47.14167005	131	LIE	Liechtenstein					
438	2012	ANNUAL	URBAN	mgr/m^3	2	9.552985019	47.14167005	131	LIE	Liechtenstein					
440	2012	ANNUAL	ALLAREA	mgr/m^3	1	23.90517807	55.33680309	134	LTU	Lithuania	18.39249129787531	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
440	2012	ANNUAL	URBAN	mgr/m^3	2	23.90517807	55.33680309	134	LTU	Lithuania	19.39089807573339	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
442	2012	ANNUAL	ALLAREA	mgr/m^3	1	6.092656563	49.77679538	135	LUX	Luxembourg	16.20842853265181	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
442	2012	ANNUAL	URBAN	mgr/m^3	2	6.092656563	49.77679538	135	LUX	Luxembourg	16.56246925852842	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
446	2012	ANNUAL	ALLAREA	mgr/m^3	1	113.5665388	22.1237259	137	MAC	China, Macao Special Administrative Region					
446	2012	ANNUAL	URBAN	mgr/m^3	2	113.5665388	22.1237259	137	MAC	China, Macao Special Administrative Region					
450	2012	ANNUAL	ALLAREA	mgr/m^3	1	46.6982339	-19.38514785	142	MDG	Madagascar	17.24233617577835	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
450	2012	ANNUAL	URBAN	mgr/m^3	2	46.6982339	-19.38514785	142	MDG	Madagascar	31.99143175700007	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
454	2012	ANNUAL	ALLAREA	mgr/m^3	1	33.4884625	-13.40819859	158	MWI	Malawi	21.99774432398181	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
454	2012	ANNUAL	URBAN	mgr/m^3	2	33.4884625	-13.40819859	158	MWI	Malawi	25.57770875273189	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
458	2012	ANNUAL	ALLAREA	mgr/m^3	1	116.8346314	5.452415309	159	MYS	Malaysia	14.81105830645603	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
458	2012	ANNUAL	URBAN	mgr/m^3	2	116.8346314	5.452415309	159	MYS	Malaysia	16.57001976271489	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
462	2012	ANNUAL	ALLAREA	mgr/m^3	1	73.09672546	-0.614385021	143	MDV	Maldives	16.00000012189788	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
462	2012	ANNUAL	URBAN	mgr/m^3	2	73.09672546	-0.614385021	143	MDV	Maldives					
466	2012	ANNUAL	ALLAREA	mgr/m^3	1	-3.522016039	17.35311254	147	MLI	Mali	39.23231812482263	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
466	2012	ANNUAL	URBAN	mgr/m^3	2	-3.522016039	17.35311254	147	MLI	Mali	34.50533783080272	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
470	2012	ANNUAL	ALLAREA	mgr/m^3	1	14.44617519	35.89194275	148	MLT	Malta	14.02924273607757	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
470	2012	ANNUAL	URBAN	mgr/m^3	2	14.44617519	35.89194275	148	MLT	Malta	14.41422208852228	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
474	2012	ANNUAL	ALLAREA	mgr/m^3	1	-60.91544135	14.56086108	156	MTQ	Martinique					
474	2012	ANNUAL	URBAN	mgr/m^3	2	-60.91544135	14.56086108	156	MTQ	Martinique					
478	2012	ANNUAL	ALLAREA	mgr/m^3	1	-10.33187259	20.26089546	154	MRT	Mauritania	64.77342559348090	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
478	2012	ANNUAL	URBAN	mgr/m^3	2	-10.33187259	20.26089546	154	MRT	Mauritania	86.15254466104376	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
480	2012	ANNUAL	ALLAREA	mgr/m^3	1	57.568022	-20.28581998	157	MUS	Mauritius	14.22452611140587	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
480	2012	ANNUAL	URBAN	mgr/m^3	2	57.568022	-20.28581998	157	MUS	Mauritius	14.27053590896543	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
484	2012	ANNUAL	ALLAREA	mgr/m^3	1	-102.5148166	23.93378032	144	MEX	Mexico	19.50111592537377	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
484	2012	ANNUAL	URBAN	mgr/m^3	2	-102.5148166	23.93378032	144	MEX	Mexico	20.06935627678870	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
492	2012	ANNUAL	ALLAREA	mgr/m^3	1	7.424214814	43.73532918	140	MCO	Monaco	9.19166170323556	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
492	2012	ANNUAL	URBAN	mgr/m^3	2	7.424214814	43.73532918	140	MCO	Monaco	9.19166170323556	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
496	2012	ANNUAL	ALLAREA	mgr/m^3	1	103.0728057	46.83892054	151	MNG	Mongolia	20.07802425486199	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
496	2012	ANNUAL	URBAN	mgr/m^3	2	103.0728057	46.83892054	151	MNG	Mongolia	32.13453219101455	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
498	2012	ANNUAL	ALLAREA	mgr/m^3	1	28.4650624	47.20236795	141	MDA	Republic of Moldova	16.76492215620752	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
498	2012	ANNUAL	URBAN	mgr/m^3	2	28.4650624	47.20236795	141	MDA	Republic of Moldova	17.06142475498621	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
499	2012	ANNUAL	ALLAREA	mgr/m^3	1	19.25214024	42.78717043	150	MNE	Montenegro	22.01221819333727	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
499	2012	ANNUAL	URBAN	mgr/m^3	2	19.25214024	42.78717043	150	MNE	Montenegro	24.28491279736418	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
500	2012	ANNUAL	ALLAREA	mgr/m^3	1	-62.19261223	16.73558313	155	MSR	Montserrat					
500	2012	ANNUAL	URBAN	mgr/m^3	2	-62.19261223	16.73558313	155	MSR	Montserrat					
504	2012	ANNUAL	ALLAREA	mgr/m^3	1	-6.281942841	31.8440131	139	MAR	Morocco	20.33426718363636	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
504	2012	ANNUAL	URBAN	mgr/m^3	2	-6.281942841	31.8440131	139	MAR	Morocco	18.93804448529271	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
508	2012	ANNUAL	ALLAREA	mgr/m^3	1	38.18479941	-14.27963886	153	MOZ	Mozambique	16.92801933325875	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
508	2012	ANNUAL	URBAN	mgr/m^3	2	38.18479941	-14.27963886	153	MOZ	Mozambique	22.26274693069001	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
512	2012	ANNUAL	ALLAREA	mgr/m^3	1	57.87743482	21.98805614	173	OMN	Oman	48.15994018533100	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
512	2012	ANNUAL	URBAN	mgr/m^3	2	57.87743482	21.98805614	173	OMN	Oman	47.35306434047772	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
516	2012	ANNUAL	ALLAREA	mgr/m^3	1	17.21907885	-22.13817068	161	NAM	Namibia	18.14381960831554	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
516	2012	ANNUAL	URBAN	mgr/m^3	2	17.21907885	-22.13817068	161	NAM	Namibia	18.35764915467140	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
520	2012	ANNUAL	ALLAREA	mgr/m^3	1	166.92313	-0.528742623	171	NRU	Nauru					
520	2012	ANNUAL	URBAN	mgr/m^3	2	166.92313	-0.528742623	171	NRU	Nauru					
524	2012	ANNUAL	ALLAREA	mgr/m^3	1	83.94678863	28.25866332	170	NPL	Nepal	63.96930425307991	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
524	2012	ANNUAL	URBAN	mgr/m^3	2	83.94678863	28.25866332	170	NPL	Nepal	74.30550295742820	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
528	2012	ANNUAL	ALLAREA	mgr/m^3	1	5.331480568	51.86728884	168	NLD	Netherlands	14.55916756755830	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
528	2012	ANNUAL	URBAN	mgr/m^3	2	5.331480568	51.86728884	168	NLD	Netherlands	14.86106359194315	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
530	2012	ANNUAL	ALLAREA	mgr/m^3	1	-68.30676179	12.22720635	8	ANT	Netherlands Antilles					
530	2012	ANNUAL	URBAN	mgr/m^3	2	-68.30676179	12.22720635	8	ANT	Netherlands Antilles					
531	2012	ANNUAL	ALLAREA	mgr/m^3	1	-68.95033464	12.15058042	56	CUW	Curaçao					
531	2012	ANNUAL	URBAN	mgr/m^3	2	-68.95033464	12.15058042	56	CUW	Curaçao					
533	2012	ANNUAL	ALLAREA	mgr/m^3	1	-69.97050586	12.50878756	1	ABW	Aruba					
533	2012	ANNUAL	URBAN	mgr/m^3	2	-69.97050586	12.50878756	1	ABW	Aruba					
534	2012	ANNUAL	ALLAREA	mgr/m^3	1	-63.06198692	18.03926508	218	SXM	Sint Maarten (Dutch part)					
534	2012	ANNUAL	URBAN	mgr/m^3	2	-63.06198692	18.03926508	218	SXM	Sint Maarten (Dutch part)					
540	2012	ANNUAL	ALLAREA	mgr/m^3	1	165.5067368	-21.41742531	162	NCL	New Caledonia					
540	2012	ANNUAL	URBAN	mgr/m^3	2	165.5067368	-21.41742531	162	NCL	New Caledonia					
548	2012	ANNUAL	ALLAREA	mgr/m^3	1	167.0679779	-15.34445547	257	VUT	Vanuatu	6.34093135408420	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
548	2012	ANNUAL	URBAN	mgr/m^3	2	167.0679779	-15.34445547	257	VUT	Vanuatu	6.99999962979244	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
554	2012	ANNUAL	ALLAREA	mgr/m^3	1	170.4755673	-43.98721568	172	NZL	New Zealand	5.24997079259783	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
554	2012	ANNUAL	URBAN	mgr/m^3	2	170.4755673	-43.98721568	172	NZL	New Zealand	5.27107373970569	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
558	2012	ANNUAL	ALLAREA	mgr/m^3	1	-85.03060315	12.84210839	166	NIC	Nicaragua	23.57302572173151	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
558	2012	ANNUAL	URBAN	mgr/m^3	2	-85.03060315	12.84210839	166	NIC	Nicaragua	25.99443531819890	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
562	2012	ANNUAL	ALLAREA	mgr/m^3	1	9.400167877	17.42143036	163	NER	Niger	59.39583459220813	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
562	2012	ANNUAL	URBAN	mgr/m^3	2	9.400167877	17.42143036	163	NER	Niger	51.49392948138975	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
566	2012	ANNUAL	ALLAREA	mgr/m^3	1	8.097363256	9.585789025	165	NGA	Nigeria	38.81947257796033	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
566	2012	ANNUAL	URBAN	mgr/m^3	2	8.097363256	9.585789025	165	NGA	Nigeria	37.60747623678865	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
570	2012	ANNUAL	ALLAREA	mgr/m^3	1	-169.8601693	-19.05000475	167	NIU	Niue					
570	2012	ANNUAL	URBAN	mgr/m^3	2	-169.8601693	-19.05000475	167	NIU	Niue					
574	2012	ANNUAL	ALLAREA	mgr/m^3	1	167.9515548	-29.03230018	164	NFK	Norfolk Island					
574	2012	ANNUAL	URBAN	mgr/m^3	2	167.9515548	-29.03230018	164	NFK	Norfolk Island					
578	2012	ANNUAL	ALLAREA	mgr/m^3	1	11.47846389	61.34311134	169	NOR	Norway	8.62545386195830	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
578	2012	ANNUAL	URBAN	mgr/m^3	2	11.47846389	61.34311134	169	NOR	Norway	9.08772246593095	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
580	2012	ANNUAL	ALLAREA	mgr/m^3	1	145.7582114	15.19099517	152	MNP	Northern Mariana Islands					
580	2012	ANNUAL	URBAN	mgr/m^3	2	145.7582114	15.19099517	152	MNP	Northern Mariana Islands					
581	2012	ANNUAL	ALLAREA	mgr/m^3	1	-162.4343752	5.874443968	245	UMI	US Minor Outlying Islands					
581	2012	ANNUAL	URBAN	mgr/m^3	2	-162.4343752	5.874443968	245	UMI	US Minor Outlying Islands					
583	2012	ANNUAL	ALLAREA	mgr/m^3	1	158.225216	6.880670092	79	FSM	Micronesia, Federated States of	6.00000013043245	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
583	2012	ANNUAL	URBAN	mgr/m^3	2	158.225216	6.880670092	79	FSM	Micronesia, Federated States of	6.00000013043245	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
584	2012	ANNUAL	ALLAREA	mgr/m^3	1	171.0839119	7.110213497	145	MHL	Marshall Islands					
584	2012	ANNUAL	URBAN	mgr/m^3	2	171.0839119	7.110213497	145	MHL	Marshall Islands					
585	2012	ANNUAL	ALLAREA	mgr/m^3	1	134.5733878	7.502307591	179	PLW	Palau					
585	2012	ANNUAL	URBAN	mgr/m^3	2	134.5733878	7.502307591	179	PLW	Palau					
586	2012	ANNUAL	ALLAREA	mgr/m^3	1	68.80479684	29.36491634	174	PAK	Pakistan	59.82438166748431	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
586	2012	ANNUAL	URBAN	mgr/m^3	2	68.80479684	29.36491634	174	PAK	Pakistan	67.74897826345213	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
591	2012	ANNUAL	ALLAREA	mgr/m^3	1	-81.26616623	8.450965746	175	PAN	Panama	11.51962602139501	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
591	2012	ANNUAL	URBAN	mgr/m^3	2	-81.26616623	8.450965746	175	PAN	Panama	12.77904595798529	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
598	2012	ANNUAL	ALLAREA	mgr/m^3	1	145.8587761	-6.756057077	180	PNG	Papua New Guinea	10.43410539542817	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
598	2012	ANNUAL	URBAN	mgr/m^3	2	145.8587761	-6.756057077	180	PNG	Papua New Guinea	12.03168871974083	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
600	2012	ANNUAL	ALLAREA	mgr/m^3	1	-60.54854225	-21.70216237	187	PRY	Paraguay	14.87613745456128	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
600	2012	ANNUAL	URBAN	mgr/m^3	2	-60.54854225	-21.70216237	187	PRY	Paraguay	16.90007691161603	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
604	2012	ANNUAL	ALLAREA	mgr/m^3	1	-71.82093277	-13.58939705	177	PER	Peru	26.11236051649152	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
604	2012	ANNUAL	URBAN	mgr/m^3	2	-71.82093277	-13.58939705	177	PER	Peru	35.70959105353179	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
608	2012	ANNUAL	ALLAREA	mgr/m^3	1	120.8601418	14.16591706	178	PHL	Philippines	22.15517719605104	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
608	2012	ANNUAL	URBAN	mgr/m^3	2	120.8601418	14.16591706	178	PHL	Philippines	27.14753751544223	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
612	2012	ANNUAL	ALLAREA	mgr/m^3	1	-128.3225873	-24.37538456	176	PCN	Pitcairn					
612	2012	ANNUAL	URBAN	mgr/m^3	2	-128.3225873	-24.37538456	176	PCN	Pitcairn					
616	2012	ANNUAL	ALLAREA	mgr/m^3	1	19.40660158	52.1226733	181	POL	Poland	24.06650442742436	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
616	2012	ANNUAL	URBAN	mgr/m^3	2	19.40660158	52.1226733	181	POL	Poland	25.43983977148282	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
