geoAreaCode	years	Freq	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
188	2016	ANNUAL	CU_USD	1	-84.19712782	9.970998683	54	CRI	Costa Rica	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	140412	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
191	2016	ANNUAL	CU_USD	1	17.95874553	45.45172212	101	HRV	Croatia	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	188114	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
192	2016	ANNUAL	CU_USD	1	-79.54460144	22.10030366	55	CUB	Cuba	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	174919	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
196	2016	ANNUAL	CU_USD	1	33.22285964	35.05659437	59	CYP	Cyprus	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	71610.5	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
203	2016	ANNUAL	CU_USD	1	15.33151382	49.73913871	60	CZE	Czechia	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	1007260	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
204	2016	ANNUAL	CU_USD	1	2.339933594	9.65401646	22	BEN	Benin	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	21971.9	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
208	2016	ANNUAL	CU_USD	1	9.326571283	56.03829721	64	DNK	Denmark	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	1346390	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
212	2016	ANNUAL	CU_USD	1	-61.3493756	15.43391378	63	DMA	Dominica	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	2027.94	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
214	2016	ANNUAL	CU_USD	1	-70.49847576	18.89832088	65	DOM	Dominican Republic	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	202173	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
218	2016	ANNUAL	CU_USD	1	-78.37005241	-1.447785891	67	ECU	Ecuador	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	282705	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
222	2016	ANNUAL	CU_USD	1	-88.86862995	13.73603564	206	SLV	El Salvador	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	71580.5	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
226	2016	ANNUAL	CU_USD	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	20061.4	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
231	2016	ANNUAL	CU_USD	1	39.63505296	8.631223181	73	ETH	Ethiopia	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	65598.9	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
232	2016	ANNUAL	CU_USD	1	38.11074289	16.12894644	69	ERI	Eritrea	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	9081.79	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
233	2016	ANNUAL	CU_USD	1	25.84093481	58.68487172	72	EST	Estonia	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	79617.3	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
234	2016	ANNUAL	CU_USD	1	-7.122044325	62.21228119	78	FRO	Faroe Islands	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	9272.37	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
238	2016	ANNUAL	CU_USD	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	44.9375	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
239	2016	ANNUAL	CU_USD	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands							
242	2016	ANNUAL	CU_USD	1	177.9660884	-17.83301566	75	FJI	Fiji	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	11571	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
246	2016	ANNUAL	CU_USD	1	23.308447	61.91586738	74	FIN	Finland	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	965383	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
248	2016	ANNUAL	CU_USD	1	19.80945969	60.1544901	5	ALA	Åland Islands							
250	2016	ANNUAL	CU_USD	1	2.457288129	46.62660861	77	FRA	France	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	10329400	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
254	2016	ANNUAL	CU_USD	1	-53.23619089	3.922673437	95	GUF	French Guiana	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	16800.4	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
258	2016	ANNUAL	CU_USD	1	-149.4052367	-17.67709294	191	PYF	French Polynesia	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	22002	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
