series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2010	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	METONS	1938	2053	2015	2053	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	METONS	1192	1171	2015	1171	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	METONS	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	METONS	132	137	2015	137	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	METONS	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	METONS	1.911		2010	1.911	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	METONS	21.7	21.7	2015	21.7	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	METONS	2.8	2.8	2015	2.8	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	METONS	454	439	2015	439	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	METONS	998	970	2015	970	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	METONS	7824	7800	2015	7800	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	METONS	9.7	9.32	2015	9.32	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	METONS	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	METONS	566	500	2015	500	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	METONS	194	204	2015	204	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	METONS	0.63	1	2015	1	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	356	79.3608464	22.34642074	IND	India	1	ANNUAL	METONS	3291	3100	2015	3100	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	METONS	20826	18777	2015	18777	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	METONS	429	275.64	2015	275.64	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	METONS	79.41		2010	79.41	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	METONS	7.5	7.69	2015	7.69	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	METONS	951	1028	2015	1028	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	METONS	3641	3633	2015	3633	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	METONS	78.54	78.21	2015	78.21	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	METONS	2618		2010	2618	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	METONS	210.93	210.93	2015	210.93	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	METONS	3.51	3.51	2015	3.51	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	METONS	1015	1086	2015	1086	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	METONS	266	236	2015	236	FAO estimates	E
